,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,collection_date,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),investigation_type,project_name,sample_name,sequencing_method,sewage_type,wastewater_type,wastewater/sludge_environmental_package,rundate,experiment_id,SRA_id,isolate,host,isolation_source,env_broad_scale,env_local_scale,env_medium,geo_loc_name,lat_lon,source_uvig,virus_enrich_appr,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,collected_by,sequenced_by,BioSampleModel,purpose_of_ww_sampling,ww_sample_site,ww_surv_jurisdiction,ww_surv_system_sample_id,ww_processing_protocol,concentration_method,extraction_method,ww_surv_target_1,ww_surv_target_1_known_present,amplicon_PCR_primer_scheme,sample,fasta_file,collection_site_id,ww_population_source,extraction_control,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_protocol,ww_flow,enrichment_kit,amplicon_size,sequence_submitter_contact_email,raw_sequence_data_processing_method,collection_time,instantaneous_flow,collection_volume,ww_temperature,ww_ph,ww_industrial_effluent_percent,ww_total_suspended_solids,ww_pre_treatment,ww_surv_target_2,ww_surv_target_2_conc,ww_surv_target_2_conc_unit,ww_surv_target_2_gene,ww_surv_target_2_known_present,purpose_of_ww_sequencing,quality_control_method,quality_control_method_version,quality_control_determination,quality_control_issues,dehosting_method,ww_primary_sludge_retention_time,geo_loc_ENA,site id
ERR9862576,2022-06-20,2022-06-20,SAMEA110150095,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,17_2021_04_03,2021-04-03,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_03,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862576,ERX9407654,,,,,,,Switzerland: GR - Chur - ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: GR - Chur - ARA Chur,AbwAjPQvUPxy
ERR9862422,2022-06-20,2022-06-20,SAMEA110149941,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,10_2021_04_03,2021-04-03,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_03,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862422,ERX9407500,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,CRHmLs52ev4j
ERR9862494,2022-06-20,2022-06-20,SAMEA110150013,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,12_2021_04_02,2021-04-02,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_02,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862494,ERX9407572,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,cPjpJTxqqwHH
ERR9862421,2022-06-20,2022-06-20,SAMEA110149940,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,10_2021_04_02,2021-04-02,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_02,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862421,ERX9407499,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,CRHmLs52ev4j
ERR9862575,2022-06-20,2022-06-20,SAMEA110150094,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,17_2021_04_02,2021-04-02,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_02,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862575,ERX9407653,,,,,,,Switzerland: GR - Chur - ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: GR - Chur - ARA Chur,AbwAjPQvUPxy
ERR9862747,2022-06-20,2022-06-20,SAMEA110150266,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,25_2021_04_02,2021-04-02,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_02,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862747,ERX9407825,,,,,,,Switzerland: BE - Laupen - ARA Sensetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: BE - Laupen - ARA Sensetal,Hu5yCrjhBVkZ
ERR9862660,2022-06-20,2022-06-20,SAMEA110150179,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,19_2021_04_01,2021-04-01,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_01,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862660,ERX9407738,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,WFkcdbxxH8cK
ERR9862574,2022-06-20,2022-06-20,SAMEA110150093,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,17_2021_04_01,2021-04-01,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_01,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862574,ERX9407652,,,,,,,Switzerland: GR - Chur - ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: GR - Chur - ARA Chur,AbwAjPQvUPxy
ERR9862493,2022-06-20,2022-06-20,SAMEA110150012,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,12_2021_04_01,2021-04-01,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_01,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862493,ERX9407571,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,cPjpJTxqqwHH
SRR23882202,,,,,,,,,,2021-04-01,,,,,,,,,,,,,,,,,SRR23882202,SRX19694200,,,wastewater,,,,Australia:Queensland,,,,,24,raw wastewater,composite,22,,SARS-CoV-2: wastewater surveillance,,,,,,,,SARS-CoV-2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
ERR9862420,2022-06-20,2022-06-20,SAMEA110149939,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,10_2021_04_01,2021-04-01,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_01,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862420,ERX9407498,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,CRHmLs52ev4j
ERR9862745,2022-06-20,2022-06-20,SAMEA110150264,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,25_2021_03_31,2021-03-31,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_03_31,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862745,ERX9407823,,,,,,,Switzerland: BE - Laupen - ARA Sensetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: BE - Laupen - ARA Sensetal,Hu5yCrjhBVkZ
ERR9862573,2022-06-20,2022-06-20,SAMEA110150092,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,17_2021_03_31,2021-03-31,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_03_31,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862573,ERX9407651,,,,,,,Switzerland: GR - Chur - ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: GR - Chur - ARA Chur,AbwAjPQvUPxy
ERR9862659,2022-06-20,2022-06-20,SAMEA110150178,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,19_2021_03_31,2021-03-31,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_03_31,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862659,ERX9407737,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,WFkcdbxxH8cK
ERR9862492,2022-06-20,2022-06-20,SAMEA110150011,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,12_2021_03_31,2021-03-31,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_03_31,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862492,ERX9407570,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,cPjpJTxqqwHH
ERR9862419,2022-06-20,2022-06-20,SAMEA110149938,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,10_2021_03_31,2021-03-31,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_03_31,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862419,ERX9407497,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,CRHmLs52ev4j
ERR9862744,2022-06-20,2022-06-20,SAMEA110150263,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,25_2021_03_30,2021-03-30,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_03_30,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862744,ERX9407822,,,,,,,Switzerland: BE - Laupen - ARA Sensetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: BE - Laupen - ARA Sensetal,Hu5yCrjhBVkZ
ERR9862572,2022-06-20,2022-06-20,SAMEA110150091,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,17_2021_03_30,2021-03-30,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_03_30,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862572,ERX9407650,,,,,,,Switzerland: GR - Chur - ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: GR - Chur - ARA Chur,AbwAjPQvUPxy
ERR9862418,2022-06-20,2022-06-20,SAMEA110149937,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,10_2021_03_30,2021-03-30,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_03_30,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862418,ERX9407496,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,CRHmLs52ev4j
ERR9862491,2022-06-20,2022-06-20,SAMEA110150010,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,12_2021_03_30,2021-03-30,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_03_30,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862491,ERX9407569,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,cPjpJTxqqwHH
ERR9862658,2022-06-20,2022-06-20,SAMEA110150177,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,19_2021_03_30,2021-03-30,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_03_30,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862658,ERX9407736,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,WFkcdbxxH8cK
SRR23882203,,,,,,,,,,2021-03-29,,,,,,,,,,,,,,,,,SRR23882203,SRX19694199,,,wastewater,,,,Australia:Queensland,,,,,24,raw wastewater,composite,21,,SARS-CoV-2: wastewater surveillance,,,,,,,,SARS-CoV-2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
ERR9862657,2022-06-20,2022-06-20,SAMEA110150176,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,19_2021_03_29,2021-03-29,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_03_29,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862657,ERX9407735,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,WFkcdbxxH8cK
ERR9862743,2022-06-20,2022-06-20,SAMEA110150262,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,25_2021_03_29,2021-03-29,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_03_29,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862743,ERX9407821,,,,,,,Switzerland: BE - Laupen - ARA Sensetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: BE - Laupen - ARA Sensetal,Hu5yCrjhBVkZ
ERR9862490,2022-06-20,2022-06-20,SAMEA110150009,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,12_2021_03_29,2021-03-29,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_03_29,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862490,ERX9407568,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,cPjpJTxqqwHH
ERR9862571,2022-06-20,2022-06-20,SAMEA110150090,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,17_2021_03_29,2021-03-29,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_03_29,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862571,ERX9407649,,,,,,,Switzerland: GR - Chur - ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: GR - Chur - ARA Chur,AbwAjPQvUPxy
ERR9862417,2022-06-20,2022-06-20,SAMEA110149936,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,10_2021_03_29,2021-03-29,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_03_29,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862417,ERX9407495,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,CRHmLs52ev4j
ERR9862656,2022-06-20,2022-06-20,SAMEA110150175,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,19_2021_03_28,2021-03-28,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_03_28,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862656,ERX9407734,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,WFkcdbxxH8cK
ERR9862570,2022-06-20,2022-06-20,SAMEA110150089,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,17_2021_03_28,2021-03-28,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_03_28,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862570,ERX9407648,,,,,,,Switzerland: GR - Chur - ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: GR - Chur - ARA Chur,AbwAjPQvUPxy
ERR9862416,2022-06-20,2022-06-20,SAMEA110149935,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,10_2021_03_28,2021-03-28,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_03_28,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862416,ERX9407494,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,CRHmLs52ev4j
ERR9862489,2022-06-20,2022-06-20,SAMEA110150008,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,12_2021_03_28,2021-03-28,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_03_28,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862489,ERX9407567,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,cPjpJTxqqwHH
ERR9862742,2022-06-20,2022-06-20,SAMEA110150261,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,25_2021_03_28,2021-03-28,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_03_28,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862742,ERX9407820,,,,,,,Switzerland: BE - Laupen - ARA Sensetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: BE - Laupen - ARA Sensetal,Hu5yCrjhBVkZ
ERR9862655,2022-06-20,2022-06-20,SAMEA110150174,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,19_2021_03_27,2021-03-27,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_03_27,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862655,ERX9407733,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,WFkcdbxxH8cK
ERR9862741,2022-06-20,2022-06-20,SAMEA110150260,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,25_2021_03_27,2021-03-27,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_03_27,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862741,ERX9407819,,,,,,,Switzerland: BE - Laupen - ARA Sensetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: BE - Laupen - ARA Sensetal,Hu5yCrjhBVkZ
ERR9862415,2022-06-20,2022-06-20,SAMEA110149934,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,10_2021_03_27,2021-03-27,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_03_27,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862415,ERX9407493,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,CRHmLs52ev4j
ERR9862654,2022-06-20,2022-06-20,SAMEA110150173,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,19_2021_03_26,2021-03-26,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_03_26,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862654,ERX9407732,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,WFkcdbxxH8cK
